,0,1
543,345,4838830746294
544,345,4834809264022
545,345,48363173209714
546,345,4794593926381
547,345,4794593926381
548,345,4809674787713
549,345,48111828666043
550,345,4809674787713
551,345,48111828666043
552,345,55085282826326
553,345,5509030772431
554,345,5500990918123
555,345,55007396720725
556,345,55065183219784
557,345,550576458613
558,345,5659268668138
559,345,5659771114099
560,345,5666805342206
561,345,5668061451355
562,345,56723322156296
563,345,56730858788177
564,345,5576363083586
565,345,55761118484963
566,345,5591437122125
567,345,55926932860666
568,345,5588673558238
569,345,55901809572697
570,345,5632136369289
571,345,5631382688239
572,345,564720992125
573,345,5647963595396
574,345,5638919483945
575,345,56404268391407
576,345,52293726079625
577,345,5230126464402
578,345,52218340254785
579,345,52218340254785
580,345,5230126464402
581,345,52293726079625
582,345,5380137350161
583,345,5380891140817
584,345,5387675241924
585,345,5389182816331
586,345,5395966884879
587,345,53967206686286
588,345,52972183700854
589,345,52972183700854
590,345,53122948442933
591,345,5313802484478
592,345,53122948442933
593,345,5313802484478
594,345,5380891140817
595,345,5380137350161
596,345,5395966884879
597,345,53967206686286
598,345,5387675241924
599,345,5389182816331
600,346,23546959489875
601,346,2353694939351
602,346,23622035028166
603,346,23619532515465
604,346,23511924127257
605,346,2351943171093
606,346,22796186199525
607,346,22786175669023
608,346,22796186199525
609,346,22786175669023
610,346,2268607004563
611,346,2268607004563
612,346,23622035028166
613,346,23619532515465
614,346,23546959489875
615,346,2353694939351
616,346,2351943171093
617,346,23511924127257
618,346,2251088381176
619,346,2251839182957
620,346,22435803454533
621,346,22435803454533
622,346,2251839182957
623,346,2251088381176
624,346,3855559281518
625,346,3854559139154
626,346,3863060330841
627,346,3862810296387
628,346,38520587807164
629,346,38528088886267
630,346,3930568312869
631,346,39295682138186
632,346,39455697293204
633,346,3946069774297
634,346,3934568703294
635,346,3936068847321
636,346,40130744954695
637,346,4012824482671
638,346,40205748626363
639,346,4021074885959
640,346,40178247317795
641,346,4018574767901
642,346,3902065263636
643,346,39028153498884
644,346,3909566111544
645,346,39110662772276
646,346,39178170067237
647,346,3918567086154
648,346,30302454418097
649,346,3029244822678
650,346,30302454418097
651,346,3029244822678
652,346,30192385995565
653,346,30192385995565
654,346,3180331763434
655,346,317933123103
656,346,3195339680129
657,346,31958399417783
658,346,31843338872716
659,346,31858346813254
660,346,3180331763434
661,346,317933123103
662,346,3195339680129
663,346,31958399417783
664,346,31843338872716
665,346,31858346813254
666,346,30692691369273
667,346,30692691369273
668,346,30842780162556
669,346,3085778897033
670,346,30842780162556
671,346,3085778897033
672,346,3863060330841
673,346,3862810296387
674,346,3855559281518
675,346,3854559139154
676,346,38528088886267
677,346,38520587807164
678,346,40130744954695
679,346,4012824482671
680,346,40205748626363
681,346,4021074885959
682,346,40178247317795
683,346,4018574767901
684,346,3930568312869
685,346,39295682138186
686,346,39455697293204
687,346,3946069774297
688,346,3934568703294
689,346,3936068847321
690,346,39028153498884
691,346,3902065263636
692,346,39178170067237
693,346,3918567086154
694,346,3909566111544
695,346,39110662772276
696,346,27515506661723
697,346,2752301250946
698,346,27440448005325
699,346,27440448005325
700,346,2752301250946
701,346,27515506661723
702,346,2901661146179
703,346,29024116658815
704,346,2909166328567
705,346,2910667361141
706,346,29174219916194
707,346,29181725044907
708,346,2819101992702
709,346,2819101992702
710,346,2834113040691
711,346,28356141383324
712,346,2834113040691
713,346,28356141383324
714,346,29024116658815
715,346,2901661146179
716,346,29174219916194
717,346,29181725044907
718,346,2909166328567
719,346,2910667361141
720,342,4608796137436
721,342,4609563535106
722,342,45985641356333
723,342,4598308334805
724,342,4607005541534
725,342,4605982343036
726,342,46855342021223
727,342,46863015654026
728,342,46829763220387
729,342,4683487898361
730,342,4691417311815
731,342,46911615248575
732,342,4572983863627
733,342,45727280589773
734,342,4580657985355
735,342,45811695922475
736,342,45778441447146
737,342,4578611556257
738,342,46581646869345
739,342,46571415190056
740,342,4665838426914
741,342,46655826361354
742,342,4654583596508
743,342,4655350973659
744,342,3841226269766
745,342,3841994011551
746,342,38309896797296
747,342,3830733764195
748,342,38394348709284
749,342,3838411213608
750,342,3841226269766
751,342,3841994011551
752,342,38309896797296
753,342,3830733764195
754,342,38394348709284
755,342,3838411213608
756,342,37286204126053
757,342,3728364481766
758,342,37286204126053
759,342,3728364481766
760,342,37258051712706
761,342,37258051712706
762,342,38138432542877
763,342,3812819581664
764,342,38138432542877
765,342,3812819581664
766,342,38025828217656
767,342,38025828217656
768,342,46855342021223
769,342,46863015654026
770,342,46829763220387
771,342,4683487898361
772,342,4691417311815
773,342,46911615248575
774,342,4608796137436
775,342,4609563535106
776,342,45985641356333
777,342,4598308334805
778,342,4607005541534
779,342,4605982343036
780,342,4580657985355
781,342,45811695922475
782,342,4572983863627
783,342,45727280589773
784,342,4578611556257
785,342,45778441447146
786,342,4665838426914
787,342,46655826361354
788,342,46581646869345
789,342,46571415190056
790,342,4655350973659
791,342,4654583596508
792,342,35494594634383
793,342,3549203505812
794,342,35571381744376
795,342,3557650087279
796,342,3554322651071
797,342,35550905215393
798,342,3472670458886
799,342,3472414489777
800,342,3472670458886
801,342,3472414489777
802,342,3469854796582
803,342,3469854796582
804,342,35571381744376
805,342,3557650087279
806,342,35494594634383
807,342,3549203505812
808,342,35550905215393
809,342,3554322651071
810,342,35287267716853
811,342,3529494653636
812,342,35210479332363
813,342,35210479332363
814,342,3529494653636
815,342,35287267716853
816,342,4402353673322
817,342,44013303525213
818,342,4410028559834
819,342,44097727308383
820,342,43987720478424
821,342,4399539539648
822,342,43256029159943
823,342,4324579549321
824,342,43256029159943
825,342,4324579549321
826,342,4314345848942
827,342,4314345848942
828,342,4410028559834
829,342,44097727308383
830,342,4402353673322
831,342,44013303525213
832,342,4399539539648
833,342,43987720478424
834,342,42964367260936
835,342,42972042637723
836,342,42887613303844
837,342,42887613303844
838,342,42972042637723
839,342,42964367260936
840,343,73512883324315
841,343,7352050051061
842,343,734113205179
843,343,7340878144006
844,343,73495109876524
845,343,7348495361239
846,343,74274585242665
847,343,74282202091376
848,343,7424919572258
849,343,74254273629595
850,343,74332980996513
851,343,7433044205482
852,343,7315741087608
853,343,7315487176072
854,343,73233584162506
855,343,73238662369596
856,343,73205653996683
857,343,7321327131914
858,343,7400291543137
859,343,7399275946731
860,343,7407908497055
861,343,7407654599134
862,343,7396736953089
863,343,7397498651575
864,343,78590258615196
865,343,78597873551684
866,343,7848872580633
867,343,78486187478427
868,343,78572490416934
869,343,78562337152545
870,343,79859368127075
871,343,7986698250137
872,343,79884749361617
873,343,79894901844943
874,343,79968507169724
875,343,7997104527875
876,343,78742556704015
877,343,7874001841359
878,343,7886947074727
879,343,78879623830244
880,343,7884154973815
881,343,78854241111554
882,343,79587786571614
883,343,795776339069
884,343,7971469437456
885,343,7971723252107
886,343,7960301555744
887,343,7961570636865
888,343,8696465049695
889,343,86972261724907
890,343,86939279712783
891,343,86944353872616
892,343,8702300315847
893,343,8702046609035
894,343,87472058318724
895,343,8747966932206
896,343,87497428316743
897,343,8750757630547
898,343,87581149044604
899,343,87583686029996
900,343,8719298586983
901,343,8719805995478
902,343,87243726651997
903,343,8725387479046
904,343,8729954133944
905,343,87304615392947
906,343,8803780038429
907,343,88035263465906
908,343,8808853867339
909,343,8809107558391
910,343,88060632632914
911,343,8806570646182
912,343,7569633851117
913,343,75693799770863
914,343,75772500546
915,343,7577757800299
916,343,7574457450575
917,343,7575219070304
918,343,76204079035443
919,343,7620154037013
920,343,7633101182298
921,343,7634116640549
922,343,7630308669015
923,343,7631577993797
924,343,7704181811092
925,343,7704689519296
926,343,7709258886386
927,343,77102742996453
928,343,7714843651888
929,343,7715351356943
930,343,7676003770629
931,343,7676765345364
932,343,76810809291544
933,343,7682350216443
934,343,76894582079353
935,343,76899659204884
936,343,84155877343403
937,343,84145727376165
938,343,8423200190665
939,343,8422946442664
940,343,84120352431864
941,343,8412796491909
942,343,8466336806499
943,343,84653218397364
944,343,84790238404736
945,343,8479277580198
946,343,8467859255519
947,343,8469127962006
948,343,8550069500635
949,343,85498157713585
950,343,8555144078308
951,343,8555397806798
952,343,85523530624414
953,343,85528605202086
954,343,8437410018954
955,343,8438171256441
956,343,84424849291656
957,343,84437536543777
958,343,8450858498264
959,343,84513659859897
960,342,8951873705662
961,342,8952639160607
962,342,89416676070715
963,342,8941412453828
964,342,8950087642794
965,342,8949067034606
966,342,8951873705662
967,342,8952639160607
968,342,89416676070715
969,342,8941412453828
970,342,8950087642794
971,342,8949067034606
972,342,88396032794174
973,342,88393481109836
974,342,88396032794174
975,342,88393481109836
976,342,88367964245606
977,342,88367964245606
978,342,8924572255819
979,342,89235516324413
980,342,8924572255819
981,342,89235516324413
982,342,89133453652494
983,342,89133453652494
984,343,02271578740454
985,343,02279227599377
986,343,0216959362891
987,343,02167043993353
988,343,02253731389715
989,343,0224353289524
990,343,03546341470434
991,343,0355398976088
992,343,03571835758663
993,343,0358203346334
994,343,0365596664096
995,343,0365851605519
996,343,02424555270727
997,343,02422005673066
998,343,0255203467034
999,343,02562232981376
1000,343,02523989283725
1001,343,0253673719242
1002,343,0327355021435
1003,343,0326335232626
1004,343,0340102330393
1005,343,0340357275606
1006,343,03288847035117
1007,343,0330159437534
1008,343,02271578740454
1009,343,02279227599377
1010,343,0216959362891
1011,343,02167043993353
1012,343,02253731389715
1013,343,0224353289524
1014,343,03546341470434
1015,343,0355398976088
1016,343,03571835758663
1017,343,0358203346334
1018,343,0365596664096
1019,343,0365851605519
1020,343,02424555270727
1021,343,02422005673066
1022,343,0255203467034
1023,343,02562232981376
1024,343,02523989283725
1025,343,0253673719242
1026,343,0327355021435
1027,343,0326335232626
1028,343,0340102330393
1029,343,0340357275606
1030,343,03288847035117
1031,343,0330159437534
1032,342,90947527070114
1033,342,9094497576549
1034,342,90947527070114
1035,342,9094497576549
1036,342,909194626984
1037,342,909194626984
1038,342,9222313183323
1039,342,9222058071841
1040,342,9235068709013
1041,342,92360891469696
1042,342,9232262501503
1043,342,92335380509405
1044,342,9222313183323
1045,342,9222058071841
1046,342,9235068709013
1047,342,92360891469696
1048,342,9232262501503
1049,342,92335380509405
1050,342,9193995577121
1051,342,9193995577121
1052,342,9206751313476
1053,342,92080268818927
1054,342,9206751313476
1055,342,92080268818927
1056,342,9944891690543
1057,342,9943871674293
1058,342,9944891690543
1059,342,9943871674293
1060,342,99336714784295
1061,342,99336714784295
1062,343,007238894447
1063,343,00713690040476
1064,343,00851381485677
1065,343,00853931316834
1066,343,0073918853966
1067,343,0075193777503
1068,343,007238894447
1069,343,00713690040476
1070,343,00851381485677
1071,343,00853931316834
1072,343,0073918853966
1073,343,0075193777503
1074,342,99591718543377
1075,342,99591718543377
1076,342,9971921900104
1077,342,9973196899467
1078,342,9971921900104
1079,342,9973196899467
1080,343,74274585242665
1081,343,74282202091376
1082,343,7424919572258
1083,343,74254273629595
1084,343,74332980996513
1085,343,7433044205482
1086,343,73512883324315
1087,343,7352050051061
1088,343,734113205179
1089,343,7340878144006
1090,343,73495109876524
1091,343,7348495361239
1092,343,73233584162506
1093,343,73238662369596
1094,343,7315741087608
1095,343,7315487176072
1096,343,7321327131914
1097,343,73205653996683
1098,343,7407908497055
1099,343,7407654599134
1100,343,7400291543137
1101,343,7399275946731
1102,343,7397498651575
1103,343,7396736953089
1104,343,8696465049695
1105,343,86972261724907
1106,343,86939279712783
1107,343,86944353872616
1108,343,8702300315847
1109,343,8702046609035
1110,343,87472058318724
1111,343,8747966932206
1112,343,87497428316743
1113,343,8750757630547
1114,343,87581149044604
1115,343,87583686029996
1116,343,8719298586983
1117,343,8719805995478
1118,343,87243726651997
1119,343,8725387479046
1120,343,8729954133944
1121,343,87304615392947
1122,343,8803780038429
1123,343,88035263465906
1124,343,8808853867339
1125,343,8809107558391
1126,343,88060632632914
1127,343,8806570646182
1128,343,78590258615196
1129,343,78597873551684
1130,343,7848872580633
1131,343,78486187478427
1132,343,78572490416934
1133,343,78562337152545
1134,343,79859368127075
1135,343,7986698250137
1136,343,79884749361617
1137,343,79894901844943
1138,343,79968507169724
1139,343,7997104527875
1140,343,78742556704015
1141,343,7874001841359
1142,343,7886947074727
1143,343,78879623830244
1144,343,7884154973815
1145,343,78854241111554
1146,343,79587786571614
1147,343,795776339069
1148,343,7971469437456
1149,343,7971723252107
1150,343,7960301555744
1151,343,7961570636865
1152,343,75772500546
1153,343,7577757800299
1154,343,7569633851117
1155,343,75693799770863
1156,343,7575219070304
1157,343,7574457450575
1158,343,7704181811092
1159,343,7704689519296
1160,343,7709258886386
1161,343,77102742996453
1162,343,7714843651888
1163,343,7715351356943
1164,343,76204079035443
1165,343,7620154037013
1166,343,7633101182298
1167,343,7634116640549
1168,343,7630308669015
1169,343,7631577993797
1170,343,7676765345364
1171,343,7676003770629
1172,343,76894582079353
1173,343,76899659204884
1174,343,76810809291544
1175,343,7682350216443
1176,343,8423200190665
1177,343,8422946442664
1178,343,84155877343403
1179,343,84145727376165
1180,343,8412796491909
1181,343,84120352431864
1182,343,8550069500635
1183,343,85498157713585
1184,343,8555144078308
1185,343,8555397806798
1186,343,85523530624414
1187,343,85528605202086
1188,343,8466336806499
1189,343,84653218397364
1190,343,84790238404736
1191,343,8479277580198
1192,343,8467859255519
1193,343,8469127962006
1194,343,8438171256441
1195,343,8437410018954
1196,343,8450858498264
1197,343,84513659859897
1198,343,84424849291656
1199,343,84437536543777
1200,342,6107124281587
1201,342,6106868705974
1202,342,6114791532248
1203,342,61153026810723
1204,342,6111980210991
1205,342,6112746935427
1206,342,60304498874734
1207,342,6030194300421
1208,342,60304498874734
1209,342,6030194300421
1210,342,6027638427796
1211,342,6027638427796
1212,342,6114791532248
1213,342,61153026810723
1214,342,6107124281587
1215,342,6106868705974
1216,342,6112746935427
1217,342,6111980210991
1218,342,6086422533387
1219,342,6087189269263
1220,342,6078755155751
1221,342,6078755155751
1222,342,6087189269263
1223,342,6086422533387
1224,342,7384525921478
1225,342,73842705363376
1226,342,73921874579855
1227,342,73926982258683
1228,342,73893782319095
1229,342,73901443849326
1230,342,74356021845426
1231,342,74353468070143
1232,342,7448371012453
1233,342,7449392514576
1234,342,7445561878476
1235,342,7446838758127
1236,342,75198746906347
1237,342,75203854204625
1238,342,7524981982061
1239,342,75260034385195
1240,342,753059998505
1241,342,7531110711681
1242,342,74915289465633
1243,342,7492295053919
1244,342,74966363224655
1245,342,74979131640623
1246,342,75050634594265
1247,342,7505574193668
1248,342,6541547705028
1249,342,6541292194215
1250,342,6541547705028
1251,342,6541292194215
1252,342,6538737083995
1253,342,6538737083995
1254,342,6669298338773
1255,342,66690428470116
1256,342,6682072878259
1257,342,66830948373035
1258,342,66792624877445
1259,342,668053993855
1260,342,6669298338773
1261,342,66690428470116
1262,342,6682072878259
1263,342,66830948373035
1264,342,66792624877445
1265,342,668053993855
1266,342,6640938520679
1267,342,6640938520679
1268,342,66537132716155
1269,342,6654990741471
1270,342,66537132716155
1271,342,6654990741471
1272,342,73921874579855
1273,342,73926982258683
1274,342,7384525921478
1275,342,73842705363376
1276,342,73901443849326
1277,342,73893782319095
1278,342,75198746906347
1279,342,75203854204625
1280,342,7524981982061
1281,342,75260034385195
1282,342,753059998505
1283,342,7531110711681
1284,342,74356021845426
1285,342,74353468070143
1286,342,7448371012453
1287,342,7449392514576
1288,342,7445561878476
1289,342,7446838758127
1290,342,7492295053919
1291,342,74915289465633
1292,342,75050634594265
1293,342,7505574193668
1294,342,74966363224655
1295,342,74979131640623
1296,342,7108432365359
1297,342,7109198644001
1298,342,7100769560086
1299,342,7100769560086
1300,342,7109198644001
1301,342,7108432365359
1302,342,7236140742001
1303,342,72369069635374
1304,342,7241248879104
1305,342,72425259110014
1306,342,72496772720365
1307,342,72501880823967
1308,342,7151854281316
1309,342,7151854281316
1310,342,7164625223669
1311,342,7165902312669
1312,342,7164625223669
1313,342,7165902312669
1314,342,72369069635374
1315,342,7236140742001
1316,342,72496772720365
1317,342,72501880823967
1318,342,7241248879104
1319,342,72425259110014
1320,343,46051299494013
1321,343,46041126992895
1322,343,46127593060316
1323,343,461250499469
1324,343,46015695713743
1325,343,4602332510145
1326,343,4528834518833
1327,343,4527817223526
1328,343,4528834518833
1329,343,4527817223526
1330,343,4517644237311
1331,343,4517644237311
1332,343,46127593060316
1333,343,461250499469
1334,343,46051299494013
1335,343,46041126992895
1336,343,4602332510145
1337,343,46015695713743
1338,343,4499841366421
1339,343,4500604350388
1340,343,44922115081124
1341,343,44922115081124
1342,343,4500604350388
1343,343,4499841366421
1344,343,5876221743763
1345,343,58752052461693
1346,343,5883845456542
1347,343,5883591333328
1348,343,5872663999554
1349,343,58734263739336
1350,343,59270458565936
1351,343,59260293890725
1352,343,593975164987
1353,343,59400057647775
1354,343,59285705567487
1355,343,59298411391774
1356,343,601090235572
1357,343,6010648251299
1358,343,601598443624
1359,343,6016238539872
1360,343,6013189293815
1361,343,6013697501867
1362,343,5898076296545
1363,343,5898838659647
1364,343,5903158710835
1365,343,5904429312058
1366,343,5911544661541
1367,343,59120528996624
